id,answer_number,answer_content,question_id,next_questions
1298,1,The exact number,283,[284]
1299,2,An estimate or approximate number,283,[285]
1300,3,Information not given,283,[]
1301,1,"""A few,"" ""a handful,"" ""a small group"": 2-5",285,[286]
1302,2,"""Several,"" ""a groupâ€ù: 6-11",285,[286]
1303,3,"""A dozen (or so)â€ù: 12-19",285,[286]
1304,4,"""A small crowd,"" ""a couple dozenâ€ù: 20-34",285,[286]
1305,5,"""A crowdâ€ù: 35-75",285,[286]
1306,6,"""A large crowd,"" ""a hundred or soâ€ù: 76-150",285,[286]
1307,7,"""A mass,"" ""hundreds"": 151-500",285,[286]
1308,8,"""Several hundredâ€ù: 501-850",285,[286]
1309,9,"""About a thousand"": 851-1,300",285,[286]
1310,10,"â€œThousands,â€ù â€œa few thousandâ€ù: 1,301-4,500",285,[286]
1311,11,"""Several thousand"": 4,501-8,500",285,[286]
1312,12,"""Around ten thousand"": 8,501-12,000",285,[286]
1313,13,"""Well over ten thousand"": 12,001-17,000",285,[286]
1314,14,"""Tens of thousands"": 17,001-30,000",285,[286]
1315,15,"30,000 or more",285,[286]
1316,1,Media,286,[]
1317,2,Police,286,[]
1318,3,City official,286,[]
1319,4,Protester,286,[]
1320,5,Independent,286,[]
1321,6,Other,286,[]
1322,7,Information not given,286,[]
1323,1,The exact number,287,[288]
1324,2,An estimate or approximate number,287,[289]
1325,3,Information not given,287,[]
1326,1,"""A few,"" ""a handful,"" ""a small group"": 2-5",289,[290]
1327,2,"""Several,"" ""a groupâ€ù: 6-11",289,[290]
1328,3,"""A dozen (or so)â€ù: 12-19",289,[290]
1329,4,"""A small crowd,"" ""a couple dozenâ€ù: 20-34",289,[290]
1330,5,"""A crowdâ€ù: 35-75",289,[290]
1331,6,"""A large crowd,"" ""a hundred or soâ€ù: 76-150",289,[290]
1332,7,"""A mass,"" ""hundreds"": 151-500",289,[290]
1333,8,"""Several hundredâ€ù: 501-850",289,[290]
1334,9,"""About a thousand"": 851-1,300",289,[290]
1335,10,"â€œThousands,â€ù â€œa few thousandâ€ù: 1,301-4,500",289,[290]
1336,11,"""Several thousand"": 4,501-8,500",289,[290]
1337,12,"""Around ten thousand"": 8,501-12,000",289,[290]
1338,13,"""Well over ten thousand"": 12,001-17,000",289,[290]
1339,14,"""Tens of thousands"": 17,001-30,000",289,[290]
1340,15,"30,000 or more",289,[290]
1341,1,Media,290,[]
1342,2,Police,290,[]
1343,3,City official,290,[]
1344,4,Protester,290,[]
1345,5,Independent,290,[]
1346,6,Information not given,290,[]
1347,7,Other,290,[]
1348,1,"Identity groups of attendees (ex. anarchists, homeless, race/ethnicity, religion, women/children, celebrities)",291,[292]
1349,2,"Economic class of attendees (ex. low-class, the 99%, middle-class, upper-class)",291,[293]
1350,3,Ages of attendees,291,[294]
1351,4,Education levels of attendees,291,[295]
1352,5,Jobs/occupation titles of attendees,291,[296]
1353,1,Anarchists,292,[]
1354,2,Homeless people,292,[]
1355,3,Union members,292,[]
1356,4,Reinforcement campers from other cities,292,[]
1357,5,Religious leaders or communities,292,[]
1358,6,Occupy the Hood protesters,292,[]
1359,7,Other groups allied with Occupy,292,[]
1360,8,African-American people,292,[]
1361,9,Hispanic/Latino/Chicano people,292,[]
1362,10,Asian-American/Pacific Islander people,292,[]
1363,11,Native American people,292,[]
1364,12,People under the age of 30,292,[]
1365,13,Children,292,[]
1366,14,Women,292,[]
1367,15,Celebrities,292,[]
1368,16,Information not given,292,[]
1369,1,A wide variety of classes,293,[]
1370,2,"Working/Lower (less than $24,999)",293,[]
1371,3,"Lower-Middle ($25,000-$49,999)",293,[]
1372,4,"Middle ($50,000-$74,999)",293,[]
1373,5,"Upper-Middle ($75,000-$99,999)",293,[]
1374,6,"Upper ($100,000+)",293,[]
1375,7,"The 1% ($250,000+)",293,[]
1376,8,Information not given,293,[]
1377,1,A wide variety of ages,294,[]
1378,2,Under 18,294,[]
1379,3,18-25,294,[]
1380,4,26-34,294,[]
1381,5,35-44,294,[]
1382,6,45-64,294,[]
1383,7,65+,294,[]
1384,8,Information not given,294,[]
1385,1,People with a wide variety of educational attainment levels,295,[]
1386,2,Less than high school diploma,295,[]
1387,3,High school diploma/GED,295,[]
1388,4,Some college (2 years or fewer),295,[]
1389,5,"College degree (B.A., B.S., trade school, technical school)",295,[]
1390,6,Master's degree,295,[]
1391,7,PhD,295,[]
1392,8,Information not given,295,[]
1393,1,People with a wide variety of job titles/occupations,296,[]
1394,2,Unemployed,296,[]
1395,3,"Teacher, professor",296,[]
1396,4,Business worker,296,[]
1397,5,Factory worker,296,[]
1398,6,Caretaker,296,[]
1399,7,Farmer,296,[]
1400,1,Yes,297,[298]
1401,2,No,297,[]
1402,1,Shields,298,[]
1403,2,Batons,298,[]
1404,3,Body Armor,298,[]
1405,4,Riot Gear (including some combination of the above),298,[]
1406,5,Horses,298,[]
1407,6,Urban Assault Vehicles,298,[]
1408,7,Tear gas,298,[]
1409,8,Rubber Bullets,298,[]
1410,9,Beanbag Rounds,298,[]
1411,10,Pepper Spray,298,[]
1412,11,Skirmish lines,298,[]
1413,12,Motorcycles,298,[]
1414,13,Squad cars near or within protester crowds,298,[]
1415,14,Other,298,[]
1416,1,The exact start time,299,[300]
1417,2,An approximate start time,299,[301]
1418,3,The exact end time,299,[302]
1419,4,An approximate end time,299,[303]
1420,5,The duration (the length of time the event lasted after it began),299,[304]
1421,6,Information not given,299,[]
1422,1,Pre-dawn (12am-6am),301,[]
1423,2,Morning (6am-12pm),301,[]
1424,3,Mid-day (12pm-3pm),301,[]
1425,4,Afternoon (3pm-6pm),301,[]
1426,5,Evening (6pm-9pm),301,[]
1427,6,Night (9pm-12am),301,[]
1428,1,Pre-dawn (12am-6am),303,[]
1429,2,Morning (6am-12pm),303,[]
1430,3,Mid-day (12pm-3pm),303,[]
1431,4,Afternoon (3pm-6pm),303,[]
1432,5,Evening (6pm-9pm),303,[]
1433,6,Night (9pm-12am),303,[]
1434,1,dummy attributes,304,[]
1435,1,The exact number,305,[306]
1436,2,An estimate or approximate number,305,[307]
1437,3,Information not given,305,[]
1438,1,5-Jan,307,[308]
1439,2,10-Jun,307,[308]
1440,3,25-Nov,307,[308]
1441,4,26-50,307,[308]
1442,5,51-100,307,[308]
1443,6,101+,307,[308]
1444,1,Protesters,308,[]
1445,2,Counterprotesters,308,[]
1446,3,Protesters from other cities,308,[]
1447,4,Independent,308,[]
1448,5,News reporters,308,[]
1449,6,City official,308,[]
1450,7,Other,308,[]
1451,1,The exact time,309,[310]
1452,2,An approximate time,309,[311]
1453,3,Information not given,309,[]
1454,1,The exact number,312,[313]
1455,2,An estimate or approximate number,312,[314]
1456,3,Information not given,312,[]
1457,1,5-Jan,314,[]
1458,2,10-Jun,314,[]
1459,3,25-Nov,314,[]
1460,4,26-50,314,[]
1461,5,51+,314,[]
1462,1,The exact time,315,[316]
1463,2,An approximate time,315,[317]
1464,3,Information not given,315,[]
1465,1,The exact number,318,[319]
1466,2,An estimate or approximate number,318,[320]
1467,3,Information not given,318,[]
1468,1,5-Jan,320,[]
1469,2,10-Jun,320,[]
1470,3,25-Nov,320,[]
1471,4,26-50,320,[]
1472,5,51+,320,[]
1473,1,The exact time,321,[322]
1474,2,An approximate time,321,[323]
1475,3,Information not given,321,[]
